Region,Month and Year,Homicide Total,Murder,Attempted / Conspiracy to Murder,Manslaughter,Driving Causing Death,Recent Sexual Offence Total,Sexual Assault,Non-Assaultive Sexual Offences,Historical Sexual Offence Total,Sexual Assault,Non-Assaultive Sexual Offences,Assault (Family) Total,Serious Assault (Family),Common Assault (Family),Assault (Non-Family) Total,Serious Assault (Non-Family),Common Assault (Non-Family),Assault Police Officer,Threatening Behaviour (Family) Total,Threatening Behaviour (Family),Possess Weapon to Cause Fear (Family),Threatening Behaviour (Non-Family) Total,Threatening Behaviour (Non-Family),Possess Weapon to Cause Fear (Non-Family),Deprivation of Liberty Total,Kidnapping / Child Stealing,Deprivation of Liberty,Robbery Total,Robbery (Business),Robbery (Non-Business),,Burglary Total,Burglary (Dwelling),Burglary (Non-Dwelling),Stealing of Motor Vehicle,Stealing Total,Stealing From Motor Vehicle (Contents or Parts),Stealing From Retail Premises (Shoplift),Stealing From Dwelling,Stealing From Other Premises or Place,Stealing as a Servant,Stealing (Not Elsewhere Classified),Property Damage Total,Criminal Damage,Damage,Arson Total,Cause Bushfire,Cause Damage by Fire,Other Fire Related Offences,,,Drug Offences Total,Drug Dealing,Drug Possession,Possession of Drug Paraphernalia,Cultivate or Manufacture Drugs,Other Drug Offences,Receiving and Possession of Stolen Property Total,Possess Stolen Property,Receiving Stolen Property,Regulated Weapons Offences,,Graffiti,Fraud & Related Offences Total,Forgery,Fraud (Credit Card),Fraud (Not Elsewhere Classified),Breach of Violence Restraint Order Total,Breach of Family Violence Restraint Order,Breach of Violence Restraint Order,Breach of Police Order,Total Selected Miscellaneous Offences
Fremantle,Sep-12,1,1,0,0,0,12,5,7,2,2,0,76,15,61,70,21,45,4,6,4,2,28,15,13,0,0,0,16,1,15,211,391,279,112,48,593,0,0,0,0,5,588,239,35,204,1,0,1,0,1272,1483,117,3,69,42,2,1,18,11,7,10,145,48,173,1,0,172,31,16,5,10,252
Fremantle,Oct-12,1,0,1,0,0,13,8,5,6,6,0,61,11,50,64,20,41,3,6,5,1,14,8,6,1,0,1,28,13,15,194,403,307,96,93,803,0,0,0,0,6,797,304,44,260,28,0,28,0,1631,1825,110,8,59,37,6,0,15,9,6,14,139,27,393,1,0,392,257,250,7,0,677
Fremantle,Nov-12,0,0,0,0,0,15,11,4,12,11,1,77,12,65,111,25,76,10,5,4,1,14,5,9,2,1,1,20,5,15,256,401,323,78,95,617,0,0,0,0,3,614,239,37,202,8,0,8,0,1360,1616,97,9,46,40,2,0,18,15,3,22,137,54,302,0,0,302,84,65,6,13,440
Fremantle,Dec-12,0,0,0,0,0,12,8,4,1,1,0,88,18,70,100,35,60,5,12,7,5,14,10,4,0,0,0,13,2,11,240,428,357,71,107,786,0,0,0,0,5,781,269,39,230,10,2,8,0,1600,1840,90,5,54,25,5,1,25,16,9,22,137,29,183,2,0,181,88,62,18,8,300
Fremantle,Jan-13,1,1,0,0,0,22,18,4,15,15,0,87,21,66,105,34,63,8,15,9,6,20,13,7,2,1,1,14,2,12,281,430,338,92,126,822,0,0,0,0,3,819,235,47,188,4,0,4,0,1617,1898,112,11,55,39,5,2,28,21,7,21,161,20,133,6,0,127,54,39,2,13,207
Fremantle,Feb-13,1,0,0,0,1,11,4,7,16,16,0,74,13,61,73,33,37,3,7,7,0,25,11,14,0,0,0,12,3,9,219,348,272,76,86,683,0,0,0,0,5,678,198,35,163,5,1,4,0,1320,1539,97,5,45,37,8,2,16,13,3,20,133,47,274,2,0,272,43,27,6,10,364
Fremantle,Mar-13,0,0,0,0,0,10,7,3,30,30,0,83,15,68,77,39,35,3,18,14,4,16,6,10,4,0,4,21,3,18,259,386,290,96,89,751,0,0,0,0,6,745,277,48,229,6,0,5,1,1509,1768,194,8,147,37,2,0,20,16,4,14,228,35,331,14,0,317,54,24,22,8,420
Fremantle,Apr-13,0,0,0,0,0,16,9,7,8,8,0,70,11,59,55,19,34,2,12,9,3,23,12,11,0,0,0,10,0,10,194,336,256,80,68,628,0,0,0,0,2,626,190,33,157,6,0,6,0,1228,1422,130,9,75,41,5,0,27,24,3,25,182,34,175,2,0,173,41,24,7,10,250
Fremantle,May-13,1,0,0,0,1,11,7,4,22,22,0,62,12,50,65,23,41,1,8,6,2,11,4,7,0,0,0,9,1,8,189,297,216,81,73,669,0,0,0,0,1,668,232,40,192,9,0,9,0,1280,1469,136,9,82,39,6,0,26,17,9,30,192,52,137,1,0,136,19,15,1,3,208
Fremantle,Jun-13,1,0,0,0,1,15,9,6,8,8,0,42,5,37,62,14,40,8,16,12,4,10,6,4,3,0,3,11,2,9,168,315,227,88,62,557,0,0,0,0,0,557,249,43,206,4,0,4,0,1187,1355,75,9,36,27,3,0,16,10,6,10,101,26,369,2,0,367,35,22,7,6,430
Fremantle,Jul-13,0,0,0,0,0,19,9,10,3,2,1,88,10,78,57,23,27,7,19,19,0,20,8,12,1,0,1,13,2,11,220,303,234,69,64,663,0,0,0,0,5,658,239,47,192,1,0,1,0,1270,1490,101,7,53,38,3,0,19,13,6,12,132,29,365,7,0,358,29,22,2,5,423
Fremantle,Aug-13,0,0,0,0,0,17,6,11,17,16,1,105,18,87,85,34,45,6,7,6,1,16,8,8,3,0,3,10,2,8,260,240,162,78,64,598,0,0,0,0,2,596,212,37,175,6,0,6,0,1120,1380,106,4,63,36,2,1,9,7,2,25,140,123,163,1,0,162,34,17,5,12,320
Fremantle,Sep-13,0,0,0,0,0,18,11,7,33,33,0,87,22,65,88,45,38,5,15,12,3,12,6,6,0,0,0,9,3,6,262,242,179,63,73,563,0,0,0,0,1,562,206,26,180,3,0,3,0,1087,1349,171,15,87,62,5,2,28,23,5,27,226,27,164,0,0,164,48,32,6,10,239
Fremantle,Oct-13,0,0,0,0,0,9,4,5,6,6,0,83,13,70,57,22,31,4,10,5,5,18,6,12,1,0,1,14,4,10,198,386,263,123,73,730,0,0,0,0,5,725,258,46,212,5,0,5,0,1452,1650,119,7,61,47,4,0,14,9,5,16,149,23,247,2,0,245,56,39,3,14,326
Fremantle,Nov-13,0,0,0,0,0,18,12,6,37,37,0,104,11,93,91,33,54,4,12,9,3,18,6,12,0,0,0,6,1,5,286,390,315,75,68,738,0,0,0,0,2,736,231,41,190,7,0,7,0,1434,1720,156,20,71,53,12,0,16,11,5,15,187,16,149,1,0,148,34,18,7,9,199
Fremantle,Dec-13,1,0,0,0,1,7,6,1,5,4,1,84,20,64,97,45,45,7,10,5,5,19,10,9,0,0,0,11,0,11,234,412,294,118,117,798,0,0,0,0,2,796,228,27,201,9,1,8,0,1564,1798,166,15,86,56,5,4,21,15,6,18,205,15,178,4,0,174,274,252,9,13,467
Fremantle,Jan-14,3,1,0,1,1,13,7,6,1,0,1,88,8,80,86,36,50,0,7,4,3,20,11,9,0,0,0,17,2,15,235,470,364,106,105,886,0,0,0,0,6,880,272,46,226,12,2,10,0,1745,1980,149,22,69,54,4,0,46,28,18,21,216,17,165,3,0,162,45,27,12,6,227
Fremantle,Feb-14,0,0,0,0,0,10,5,5,28,28,0,99,11,88,65,23,37,5,13,12,1,23,12,11,1,0,1,9,2,7,248,370,301,69,87,704,0,0,0,0,2,702,226,33,193,4,1,2,1,1391,1639,154,10,86,53,5,0,23,18,5,34,211,15,180,0,0,180,114,92,11,11,309
Fremantle,Mar-14,0,0,0,0,0,12,4,8,5,5,0,96,10,86,77,26,49,2,10,7,3,15,5,10,3,0,3,9,1,8,227,341,254,87,106,726,0,0,0,0,1,725,236,37,199,5,0,5,0,1414,1641,160,28,76,47,8,1,19,15,4,21,200,10,268,0,0,268,66,47,7,12,344
Fremantle,Apr-14,3,0,0,0,3,9,6,3,14,14,0,106,9,97,71,38,26,7,9,7,2,17,10,7,1,0,1,21,2,19,251,271,183,88,85,581,0,0,0,0,3,578,205,39,166,6,0,6,0,1148,1399,187,14,129,39,5,0,39,33,6,9,235,21,147,0,0,147,60,43,11,6,228
Fremantle,May-14,0,0,0,0,0,21,13,8,2,2,0,95,12,83,55,19,30,6,12,10,2,16,9,7,1,0,1,8,0,8,210,321,223,98,91,716,0,0,0,0,2,714,229,38,191,8,0,8,0,1365,1575,175,20,84,63,8,0,29,22,7,24,228,17,202,0,0,202,49,26,2,21,268
Fremantle,Jun-14,2,1,0,0,1,9,5,4,4,4,0,83,5,78,43,15,26,2,6,6,0,15,6,9,3,1,2,6,1,5,171,336,252,84,66,705,0,0,0,0,2,703,210,43,167,1,0,1,0,1318,1489,176,23,96,53,4,0,42,34,8,33,251,14,136,2,0,134,42,27,4,11,192
Fremantle,Jul-14,0,0,0,0,0,5,5,0,14,13,1,96,10,86,51,14,35,2,9,9,0,11,7,4,2,0,2,4,0,4,192,338,225,113,69,765,0,0,0,0,4,761,187,20,167,6,0,6,0,1365,1557,94,5,56,30,3,0,15,13,2,14,123,19,133,2,0,131,30,14,9,7,182
Fremantle,Aug-14,1,0,0,0,1,22,15,7,39,36,3,88,13,75,100,25,66,9,5,3,2,22,13,9,2,0,2,10,3,7,289,367,261,106,92,754,0,0,0,0,3,751,214,37,177,10,4,6,0,1437,1726,127,13,69,43,2,0,34,20,14,22,183,10,188,0,0,188,46,28,5,13,244
Fremantle,Sep-14,0,0,0,0,0,22,14,8,19,13,6,82,15,67,58,19,38,1,15,14,1,15,8,7,1,1,0,8,2,6,220,277,193,84,75,743,0,0,0,0,1,742,195,35,160,8,1,7,0,1298,1518,181,14,93,68,5,1,34,30,4,36,251,8,159,0,0,159,53,45,2,6,220
Fremantle,Oct-14,1,1,0,0,0,34,30,4,28,28,0,86,17,69,62,24,31,7,14,11,3,27,16,11,3,0,3,9,3,6,264,249,158,91,68,830,0,0,0,0,2,828,215,39,176,2,0,2,0,1364,1628,200,16,107,73,4,0,26,18,8,45,271,12,147,1,0,146,47,21,7,19,206
Fremantle,Nov-14,0,0,0,0,0,184,65,119,3,1,2,84,10,74,71,21,42,8,14,12,2,30,19,11,0,0,0,13,1,12,399,304,215,89,86,765,0,0,0,0,3,762,224,35,189,8,1,6,1,1387,1786,185,40,70,64,8,3,33,26,7,16,234,20,109,2,0,107,28,18,4,6,157
Fremantle,Dec-14,3,1,1,0,1,9,8,1,18,18,0,124,16,108,86,26,55,5,19,16,3,33,20,13,0,0,0,9,3,6,301,363,269,94,74,767,0,0,0,0,2,765,249,46,203,7,0,7,0,1460,1761,204,20,103,64,16,1,19,17,2,43,266,12,135,1,0,134,50,38,5,7,197
Fremantle,Jan-15,0,0,0,0,0,19,15,4,9,9,0,137,29,108,79,31,33,15,26,21,5,19,10,9,2,0,2,6,0,6,297,381,293,88,73,798,0,0,0,0,1,797,277,59,218,8,2,6,0,1537,1834,190,15,97,70,7,1,31,26,5,23,244,22,109,3,0,106,78,58,10,10,209
Fremantle,Feb-15,0,0,0,0,0,16,12,4,6,6,0,104,18,86,83,28,51,4,15,11,4,30,18,12,1,0,1,6,1,5,261,296,222,74,62,840,0,0,0,0,8,832,247,54,193,6,2,4,0,1451,1712,190,17,90,68,7,8,29,28,1,21,240,22,223,0,0,223,48,33,7,8,293
Fremantle,Mar-15,0,0,0,0,0,33,28,5,9,9,0,119,17,102,93,34,51,8,20,18,2,28,17,11,2,0,2,5,3,2,309,334,218,116,91,929,0,0,0,0,2,927,287,48,239,20,1,18,1,1661,1970,231,15,125,83,8,0,36,29,7,23,290,19,262,0,0,262,49,31,7,11,330
Fremantle,Apr-15,2,0,0,0,2,8,5,3,0,0,0,102,12,90,58,14,40,4,16,14,2,21,8,13,3,0,3,7,2,5,217,343,235,108,74,1002,0,0,0,0,2,1000,317,35,282,8,1,7,0,1744,1961,205,32,106,60,2,5,26,19,7,28,259,19,137,2,0,135,47,32,3,12,203
Fremantle,May-15,2,2,0,0,0,14,4,10,5,4,1,95,12,83,65,25,35,5,19,14,5,14,5,9,1,0,1,9,3,6,224,329,238,91,93,944,0,0,0,0,3,941,284,52,232,2,0,2,0,1652,1876,202,15,109,74,4,0,44,34,10,23,269,10,112,0,0,112,64,54,4,6,186
Fremantle,Jun-15,1,1,0,0,0,15,10,5,7,7,0,94,16,78,62,23,33,6,10,7,3,19,11,8,8,7,1,11,1,10,227,314,226,88,77,964,0,0,0,0,3,961,259,34,225,5,0,5,0,1619,1846,222,14,117,86,5,0,27,21,6,37,286,13,262,2,0,260,58,43,8,7,333
Fremantle,Jul-15,1,1,0,0,0,6,4,2,2,1,1,96,13,83,59,13,41,5,11,11,0,13,7,6,1,0,1,9,1,8,198,297,191,106,66,887,0,0,0,0,1,886,224,55,169,5,1,4,0,1479,1677,156,5,94,54,3,0,40,36,4,12,208,32,189,2,0,187,42,20,12,10,263
Fremantle,Aug-15,1,0,0,0,1,10,5,5,10,8,2,92,9,83,82,21,56,5,20,18,2,36,17,19,0,0,0,14,1,13,265,331,240,91,75,903,0,0,0,0,2,901,317,49,268,10,1,9,0,1636,1901,224,17,125,78,3,1,32,29,3,55,311,32,284,1,0,283,52,36,3,13,368
Fremantle,Sep-15,0,0,0,0,0,13,10,3,7,7,0,116,14,102,76,28,44,4,19,15,4,32,20,12,0,0,0,8,2,6,271,309,217,92,53,881,0,0,0,0,3,878,297,46,251,6,0,6,0,1546,1817,231,10,130,87,3,1,32,30,2,18,281,11,241,8,0,233,32,24,4,4,284
Fremantle,Oct-15,0,0,0,0,0,16,15,1,9,9,0,101,13,88,71,18,50,3,11,9,2,36,20,16,2,0,2,7,2,5,253,367,270,97,83,1136,0,0,0,0,1,1135,306,61,245,23,11,12,0,1915,2168,160,9,91,54,6,0,37,33,4,19,216,22,234,0,0,234,55,34,6,15,311
Fremantle,Nov-15,0,0,0,0,0,13,10,3,7,7,0,114,17,97,100,26,67,7,19,14,5,27,13,14,1,1,0,7,1,6,288,292,220,72,66,1023,0,0,0,0,4,1019,307,53,254,9,3,6,0,1697,1985,192,18,100,72,2,0,41,33,8,27,260,18,170,0,0,170,69,39,7,23,257
Fremantle,Dec-15,3,0,0,0,3,20,16,4,15,11,4,135,20,115,81,27,51,3,19,18,1,21,12,9,1,0,1,10,2,8,305,279,222,57,70,1024,0,0,0,0,3,1021,307,54,253,19,11,8,0,1699,2004,258,11,151,92,3,1,45,38,7,25,328,11,250,1,0,249,61,38,11,12,322
Fremantle,Jan-16,1,1,0,0,0,17,13,4,5,5,0,153,18,135,62,23,36,3,26,21,5,17,11,6,0,0,0,17,2,15,298,316,226,90,81,1120,0,0,0,0,2,1118,271,52,219,6,1,4,1,1794,2092,192,10,109,71,2,0,38,30,8,17,247,6,314,4,0,310,52,31,6,15,372
Fremantle,Feb-16,1,0,1,0,0,22,12,10,8,8,0,113,12,101,82,18,60,4,22,17,5,37,19,18,5,0,5,6,0,6,296,317,227,90,71,1083,0,0,0,0,2,1081,287,54,233,11,0,10,1,1769,2065,212,15,119,75,3,0,36,32,4,42,290,12,191,0,0,191,37,28,1,8,240
Fremantle,Mar-16,0,0,0,0,0,29,16,13,3,3,0,115,11,104,87,27,53,7,9,6,3,29,13,16,0,0,0,9,2,7,281,340,254,86,61,1000,0,0,0,0,2,998,269,51,218,9,0,9,0,1679,1960,234,15,128,86,4,1,54,51,3,53,341,14,155,4,0,151,47,28,10,9,216
Fremantle,Apr-16,0,0,0,0,0,16,11,5,11,11,0,117,25,92,76,23,48,5,10,7,3,35,23,12,2,0,2,7,0,7,274,298,214,84,46,810,0,0,0,0,2,808,378,45,333,5,0,5,0,1537,1811,174,10,91,72,1,0,30,26,4,31,235,17,110,0,0,110,42,28,3,11,169
Fremantle,May-16,1,0,1,0,0,13,8,5,10,7,3,97,18,79,65,20,43,2,18,14,4,24,12,12,1,0,1,9,0,9,238,373,265,108,66,868,0,0,0,0,1,867,270,55,215,3,0,3,0,1580,1818,190,6,112,70,2,0,42,36,6,44,276,6,119,1,0,118,64,41,7,16,189
Fremantle,Jun-16,0,0,0,0,0,18,10,8,7,6,1,80,17,63,79,22,54,3,17,11,6,28,13,15,2,0,2,13,1,12,244,318,252,66,66,855,0,0,0,0,1,854,209,37,172,5,0,5,0,1453,1697,284,35,137,92,5,15,42,37,5,42,368,6,226,1,0,225,29,19,2,8,261
Fremantle,Jul-16,1,1,0,0,0,35,16,19,1,1,0,95,16,79,67,16,46,5,27,21,6,22,16,6,0,0,0,8,1,7,256,315,217,98,50,734,0,0,0,0,4,730,213,44,169,3,0,3,0,1315,1571,231,9,132,89,1,0,33,31,2,19,283,8,92,2,0,90,71,61,5,5,171
Fremantle,Aug-16,0,0,0,0,0,23,16,7,9,9,0,84,18,66,60,17,38,5,13,8,5,15,7,8,0,0,0,10,2,8,214,289,202,87,56,737,0,0,0,0,3,734,234,47,187,4,0,4,0,1320,1534,245,11,128,99,5,2,40,35,5,33,318,9,122,0,0,122,33,17,8,8,164
Fremantle,Sep-16,1,0,1,0,0,25,18,7,6,6,0,73,12,61,59,24,30,5,14,12,2,21,11,10,4,0,4,13,2,11,216,243,185,58,50,830,0,0,0,0,2,828,241,60,181,10,0,10,0,1374,1590,207,7,110,86,3,1,24,20,4,29,260,11,169,2,0,167,63,44,14,5,243
Fremantle,Oct-16,0,0,0,0,0,17,12,5,9,9,0,124,18,106,95,28,61,6,16,12,4,17,8,9,2,0,2,21,5,16,301,346,261,85,63,879,0,0,0,0,2,877,273,63,210,11,0,11,0,1572,1873,246,46,110,87,3,0,34,25,9,33,313,5,170,0,0,170,50,36,12,2,225
Fremantle,Nov-16,2,2,0,0,0,27,10,17,13,12,1,110,19,91,92,31,55,6,20,18,2,26,18,8,3,0,3,14,2,12,307,306,233,73,60,879,0,0,0,0,0,879,210,45,165,5,0,5,0,1460,1767,250,29,128,87,6,0,38,26,12,25,313,7,115,3,0,112,42,30,7,5,164
Fremantle,Dec-16,2,0,1,1,0,16,11,5,8,8,0,112,23,89,104,34,59,11,21,19,2,26,11,15,2,1,1,11,3,8,302,331,223,108,63,784,0,0,0,0,2,782,218,37,181,2,0,2,0,1398,1700,256,22,129,97,5,3,35,30,5,38,329,8,121,0,0,121,66,49,8,9,195
Fremantle,Jan-17,0,0,0,0,0,23,19,4,8,7,1,107,14,93,90,31,53,6,11,8,3,21,14,7,5,0,5,13,3,10,278,413,334,79,71,950,0,0,0,0,0,950,303,68,235,11,0,8,3,1748,2026,154,4,87,61,2,0,35,30,5,21,210,11,122,2,0,120,57,40,5,12,190
Fremantle,Feb-17,0,0,0,0,0,20,14,6,28,28,0,89,21,68,89,28,56,5,14,11,3,28,12,16,1,0,1,3,0,3,272,311,248,63,65,824,0,0,0,0,1,823,229,46,183,4,1,3,0,1433,1705,163,11,90,59,3,0,45,38,7,22,230,15,133,0,0,133,68,50,4,14,216
Fremantle,Mar-17,0,0,0,0,0,24,16,8,19,18,1,93,18,75,88,28,52,8,18,14,4,31,19,12,1,0,1,16,2,14,290,336,282,54,66,874,0,0,0,0,1,873,251,58,193,7,1,6,0,1534,1824,210,7,111,83,8,1,41,35,6,25,276,5,224,6,0,218,52,36,9,7,281
Fremantle,Apr-17,0,0,0,0,0,26,19,7,9,9,0,99,16,83,87,23,56,8,16,14,2,26,18,8,2,0,2,5,1,4,270,243,195,48,47,701,0,0,0,0,1,700,210,52,158,2,0,2,0,1203,1473,228,6,138,79,3,2,18,16,2,21,267,17,101,4,0,97,72,61,5,6,190
Fremantle,May-17,0,0,0,0,0,39,29,10,6,6,0,83,15,68,97,31,55,11,10,9,1,32,16,16,6,0,6,7,0,7,280,293,239,54,59,790,0,0,0,0,2,788,233,40,193,5,0,5,0,1380,1660,200,17,101,77,5,0,23,22,1,24,247,11,139,2,0,137,38,20,12,6,188
Fremantle,Jun-17,0,0,0,0,0,16,9,7,11,11,0,88,12,76,78,26,46,6,14,9,5,20,13,7,1,0,1,11,1,10,239,335,251,84,74,788,209,87,137,224,1,130,220,38,182,3,0,3,0,1420,1659,178,10,93,74,1,0,55,51,4,23,256,14,233,2,115,116,33,23,5,5,280
Fremantle,Jul-17,0,0,0,0,0,22,19,3,16,14,2,122,25,97,66,21,45,0,18,15,3,20,12,8,3,1,2,9,1,8,276,306,243,63,54,840,364,138,117,221,0,0,293,54,239,7,0,7,0,1500,1776,221,17,119,78,4,3,27,26,1,25,273,18,300,8,255,37,36,23,9,4,354
Fremantle,Aug-17,0,0,0,0,0,16,8,8,24,23,1,84,19,65,71,25,44,2,21,12,9,22,13,9,1,0,1,19,6,13,258,278,238,40,55,827,349,136,124,212,6,0,238,73,165,6,0,6,0,1404,1662,212,8,114,86,4,0,42,37,5,22,276,9,338,8,310,20,40,27,7,6,387
Fremantle,Sep-17,0,0,0,0,0,30,20,10,8,7,1,69,8,61,92,28,57,7,7,6,1,22,9,13,2,2,0,15,1,14,245,295,239,56,69,811,348,160,95,207,1,0,220,39,181,6,0,6,0,1401,1646,165,7,98,52,4,4,27,23,4,23,215,5,304,1,290,13,65,54,9,2,374
Fremantle,Oct-17,0,0,0,0,0,16,11,5,10,9,1,119,12,107,72,21,50,1,14,11,3,24,13,11,4,0,4,11,2,9,270,324,264,60,53,935,429,133,142,227,4,0,243,57,186,7,1,6,0,1562,1832,190,11,103,68,5,3,28,23,5,23,241,12,425,0,409,16,51,36,3,12,488
Fremantle,Nov-17,1,0,0,0,1,34,21,13,33,27,6,98,13,85,81,33,45,3,13,11,2,31,13,18,2,1,1,10,1,9,303,283,213,70,55,785,309,115,125,231,5,0,251,64,187,5,0,5,0,1379,1682,129,9,74,42,3,1,20,18,2,28,177,11,347,1,327,19,40,21,13,6,398
Fremantle,Dec-17,2,1,0,1,0,33,19,14,1,0,1,129,20,109,79,26,51,2,12,11,1,24,16,8,1,0,1,17,0,17,298,331,249,82,70,833,318,137,141,236,1,0,238,55,183,10,2,7,1,1482,1780,153,8,83,61,1,0,36,27,9,19,208,9,353,1,314,38,58,46,4,8,420
Fremantle,Jan-18,0,0,0,0,0,19,14,5,2,2,0,118,21,97,101,44,50,7,22,15,7,28,12,16,1,0,1,3,0,3,294,377,295,82,68,1092,499,126,170,296,1,0,252,56,196,7,3,3,1,1796,2090,143,12,84,44,2,1,35,30,5,21,199,8,462,0,439,23,128,119,3,6,598
Fremantle,Feb-18,1,1,0,0,0,31,25,6,30,29,1,81,15,66,84,17,57,10,12,10,2,31,16,15,2,0,2,5,0,5,277,279,228,51,41,975,432,136,129,272,6,0,201,35,166,10,5,5,0,1506,1783,192,5,109,73,1,4,49,45,4,28,269,23,302,0,295,7,39,21,7,11,364
Fremantle,Mar-18,0,0,0,0,0,19,12,7,3,2,1,102,10,92,76,21,50,5,9,5,4,22,13,9,1,0,1,11,2,9,243,259,214,45,60,953,412,143,158,237,3,0,207,44,163,3,0,2,1,1482,1725,213,13,106,85,7,2,44,43,1,18,275,15,427,1,411,15,36,34,1,1,478
Fremantle,Apr-18,1,0,0,0,1,20,14,6,4,4,0,85,10,75,74,28,46,0,6,3,3,17,5,12,0,0,0,11,1,10,218,236,192,44,47,835,332,117,161,225,0,0,176,27,149,2,0,2,0,1296,1514,208,29,107,69,3,0,48,44,4,36,292,15,396,4,360,32,47,33,7,7,458
Fremantle,May-18,0,0,0,0,0,18,12,6,9,9,0,71,10,61,73,21,48,4,6,3,3,21,14,7,3,0,3,10,4,6,211,244,195,49,39,803,320,129,109,241,4,0,204,28,176,5,0,5,0,1295,1506,182,14,104,61,2,1,25,23,2,20,227,11,376,2,352,22,126,103,3,20,513
Fremantle,Jun-18,0,0,0,0,0,13,10,3,22,22,0,53,4,49,58,15,43,0,3,3,0,21,9,12,0,0,0,11,1,10,181,246,197,49,54,752,259,185,101,205,2,0,185,24,161,6,0,6,0,1243,1424,191,19,100,67,5,0,27,26,1,39,257,11,284,1,273,10,46,29,7,10,341
Fremantle,Jul-18,0,0,0,0,0,28,9,19,6,6,0,68,11,57,58,15,39,4,11,9,2,26,9,17,1,0,1,2,0,2,200,184,147,37,43,742,281,157,110,189,5,0,216,38,178,2,0,2,0,1187,1387,189,8,111,63,6,1,23,22,1,12,224,8,252,3,222,27,44,29,2,13,304
Fremantle,Aug-18,0,0,0,0,0,25,15,10,11,10,1,70,17,53,63,29,30,4,7,5,2,24,9,15,1,0,1,11,1,10,212,249,194,55,54,775,294,163,129,188,1,0,208,36,172,10,0,10,0,1296,1508,185,8,96,74,2,5,42,37,5,33,260,12,287,0,251,36,64,48,7,9,363
Fremantle,Sep-18,1,0,0,1,0,22,16,6,33,32,1,84,13,71,95,29,56,10,6,6,0,28,13,15,2,0,2,13,5,8,284,211,166,45,58,702,218,170,117,194,3,0,179,36,143,2,0,2,0,1152,1436,205,14,98,90,2,1,25,24,1,37,267,5,285,0,266,19,62,50,1,11,352
Fremantle,Oct-18,0,0,0,0,0,24,12,12,7,7,0,74,11,63,69,24,42,3,18,17,1,20,10,10,0,0,0,14,4,10,226,258,197,61,54,845,273,170,148,254,0,0,226,35,191,4,1,3,0,1387,1613,211,18,110,83,0,0,36,33,3,26,273,32,300,1,274,25,44,34,2,8,376
Fremantle,Nov-18,0,0,0,0,0,18,10,8,6,6,0,95,17,78,62,20,36,6,19,15,4,31,15,16,2,0,2,9,0,9,242,246,186,60,49,830,259,194,124,253,0,0,240,44,196,3,1,2,0,1368,1610,221,12,121,82,6,0,34,23,11,25,280,17,360,1,337,22,43,29,4,10,420
Fremantle,Dec-18,2,2,0,0,0,22,13,9,23,20,3,97,13,84,90,41,43,6,12,7,5,21,9,12,1,0,1,16,1,15,284,267,219,48,58,871,336,179,114,242,0,0,240,38,202,9,2,7,0,1445,1729,176,3,93,71,5,4,29,29,0,28,233,9,578,1,549,28,57,43,3,11,644
Fremantle,Jan-19,0,0,0,0,0,15,11,4,8,8,0,123,17,106,116,51,61,4,17,13,4,27,12,15,0,0,0,19,4,15,325,317,235,82,56,925,345,188,141,250,1,0,252,35,217,7,0,7,0,1557,1882,183,10,97,67,3,6,42,36,6,33,258,17,604,1,583,20,102,74,8,20,723
Fremantle,Feb-19,1,1,0,0,0,23,13,10,50,40,10,122,21,101,86,25,56,5,12,8,4,21,9,12,4,0,4,10,2,8,329,215,162,53,65,863,340,190,116,214,3,0,260,30,230,7,0,7,0,1410,1739,174,12,104,54,2,2,25,22,3,20,219,9,270,0,244,26,56,52,1,3,335
Fremantle,Mar-19,0,0,0,0,0,29,18,11,52,49,3,112,21,91,81,31,41,9,17,14,3,22,12,10,3,0,3,16,1,15,332,265,198,67,62,894,288,228,130,248,0,0,235,39,196,5,0,5,0,1461,1793,195,11,112,65,1,6,27,25,2,31,253,12,197,0,182,15,106,73,6,27,315
Fremantle,Apr-19,0,0,0,0,0,22,16,6,6,6,0,110,16,94,93,28,56,9,15,11,4,41,25,16,6,0,6,9,1,8,302,239,179,60,78,891,296,229,134,232,0,0,187,27,160,6,0,6,0,1401,1703,203,11,107,76,4,5,36,35,1,36,275,10,237,0,216,21,64,49,6,9,311
Fremantle,May-19,0,0,0,0,0,28,13,15,29,28,1,99,15,84,88,31,46,11,17,13,4,25,12,13,1,0,1,17,0,17,304,312,232,80,80,1010,364,243,154,249,0,0,199,50,149,5,0,5,0,1606,1910,253,34,139,68,3,9,40,36,4,28,321,14,315,1,276,38,57,40,4,13,386
Fremantle,Jun-19,0,0,0,0,0,14,6,8,3,3,0,91,10,81,69,31,33,5,14,12,2,27,12,15,4,0,4,10,0,10,232,299,206,93,57,874,359,187,129,194,5,0,216,45,171,3,0,3,0,1449,1681,145,7,81,49,2,6,26,20,6,15,186,12,372,0,310,62,69,48,10,11,453
Fremantle,Jul-19,0,0,0,0,0,16,15,1,1,1,0,103,22,81,65,15,48,2,14,13,1,19,10,9,5,0,5,12,1,11,235,234,184,50,45,831,262,200,122,247,0,0,193,39,154,5,0,5,0,1308,1543,193,7,114,59,4,9,30,30,0,27,250,23,246,0,228,18,46,39,3,4,315
