Region,Month and Year,Homicide Total,Murder,Attempted / Conspiracy to Murder,Manslaughter,Driving Causing Death,Recent Sexual Offence Total,Sexual Assault,Non-Assaultive Sexual Offences,Historical Sexual Offence Total,Sexual Assault,Non-Assaultive Sexual Offences,Assault (Family) Total,Serious Assault (Family),Common Assault (Family),Assault (Non-Family) Total,Serious Assault (Non-Family),Common Assault (Non-Family),Assault Police Officer,Threatening Behaviour (Family) Total,Threatening Behaviour (Family),Possess Weapon to Cause Fear (Family),Threatening Behaviour (Non-Family) Total,Threatening Behaviour (Non-Family),Possess Weapon to Cause Fear (Non-Family),Deprivation of Liberty Total,Kidnapping / Child Stealing,Deprivation of Liberty,Robbery Total,Robbery (Business),Robbery (Non-Business),,Burglary Total,Burglary (Dwelling),Burglary (Non-Dwelling),Stealing of Motor Vehicle,Stealing Total,Stealing From Motor Vehicle (Contents or Parts),Stealing From Retail Premises (Shoplift),Stealing From Dwelling,Stealing From Other Premises or Place,Stealing as a Servant,Stealing (Not Elsewhere Classified),Property Damage Total,Criminal Damage,Damage,Arson Total,Cause Bushfire,Cause Damage by Fire,Other Fire Related Offences,,,Drug Offences Total,Drug Dealing,Drug Possession,Possession of Drug Paraphernalia,Cultivate or Manufacture Drugs,Other Drug Offences,Receiving and Possession of Stolen Property Total,Possess Stolen Property,Receiving Stolen Property,Regulated Weapons Offences,,Graffiti,Fraud & Related Offences Total,Forgery,Fraud (Credit Card),Fraud (Not Elsewhere Classified),Breach of Violence Restraint Order Total,Breach of Family Violence Restraint Order,Breach of Violence Restraint Order,Breach of Police Order,Total Selected Miscellaneous Offences
Cannington,Nov-07,0,0,0,0,0,13,7,6,17,16,1,60,16,44,110,38,63,9,11,10,1,23,17,6,6,3,3,18,2,16,258,403,300,103,53,732,0,0,0,0,5,727,375,21,354,17,2,15,0,1580,1838,112,12,78,20,2,0,16,8,8,10,138,49,61,1,0,60,62,39,19,4,172
Cannington,Dec-07,1,0,0,1,0,13,9,4,4,4,0,65,14,51,114,44,67,3,2,2,0,24,13,11,4,0,4,18,1,17,245,504,332,172,70,713,0,0,0,0,8,705,591,28,563,9,2,7,0,1887,2132,110,7,73,28,1,1,27,22,5,40,177,73,122,0,0,122,57,40,10,7,252
Cannington,Jan-08,0,0,0,0,0,13,11,2,17,17,0,65,18,47,129,69,53,7,14,12,2,20,13,7,3,0,3,28,2,26,289,436,303,133,80,801,0,0,0,0,5,796,433,27,406,17,3,14,0,1767,2056,130,11,86,25,8,0,19,14,5,9,158,78,32,0,0,32,52,42,7,3,162
Cannington,Feb-08,0,0,0,0,0,13,10,3,8,7,1,60,22,38,93,31,60,2,7,6,1,16,8,8,1,0,1,17,2,15,215,401,298,103,83,784,0,0,0,0,5,779,366,23,343,9,0,9,0,1643,1858,133,10,77,42,4,0,18,13,5,15,166,37,46,1,0,45,40,31,7,2,123
Cannington,Mar-08,0,0,0,0,0,16,14,2,1,1,0,65,22,43,77,27,45,5,5,5,0,17,13,4,3,0,3,23,3,20,207,401,267,134,85,735,0,0,0,0,4,731,351,23,328,16,0,16,0,1588,1795,104,9,57,32,6,0,27,16,11,10,141,48,42,0,0,42,102,94,3,5,192
Cannington,Apr-08,0,0,0,0,0,21,16,5,1,1,0,41,13,28,76,23,49,4,5,4,1,18,13,5,1,1,0,21,3,18,184,409,282,127,71,770,0,0,0,0,3,767,348,21,327,6,0,6,0,1604,1788,94,9,63,21,1,0,19,12,7,14,127,52,43,1,0,42,56,39,13,4,151
Cannington,May-08,2,0,0,0,2,13,9,4,3,3,0,47,14,33,83,28,51,4,4,3,1,28,10,18,3,0,3,25,1,24,208,437,328,109,82,893,0,0,0,0,5,888,361,26,335,6,0,6,0,1779,1987,163,25,90,41,7,0,31,27,4,26,220,64,183,16,0,167,47,35,9,3,294
Cannington,Jun-08,0,0,0,0,0,13,9,4,18,14,4,29,12,17,78,23,46,9,10,7,3,20,13,7,3,0,3,35,2,33,206,412,308,104,72,876,0,0,0,0,6,870,396,42,354,6,0,6,0,1762,1968,127,11,76,33,6,1,21,15,6,24,172,50,128,2,0,126,34,23,8,3,212
Cannington,Jul-08,0,0,0,0,0,13,11,2,1,1,0,41,17,24,92,38,48,6,5,5,0,18,10,8,3,0,3,24,5,19,197,398,289,109,64,785,0,0,0,0,4,781,300,42,258,5,0,5,0,1552,1749,139,16,91,28,4,0,13,9,4,18,170,41,60,0,0,60,56,47,7,2,157
Cannington,Aug-08,0,0,0,0,0,10,8,2,7,7,0,39,13,26,83,20,54,9,6,5,1,19,10,9,7,0,7,36,3,33,207,435,341,94,73,743,0,0,0,0,2,741,263,28,235,10,2,8,0,1524,1731,110,4,69,31,5,1,43,8,35,33,186,29,43,0,0,43,51,43,7,1,123
Cannington,Sep-08,2,0,0,0,2,9,5,4,4,2,2,33,6,27,88,23,59,6,8,6,2,20,11,9,5,0,5,23,1,22,192,373,271,102,67,710,0,0,0,0,10,700,300,22,278,5,0,5,0,1455,1647,115,6,78,28,3,0,30,25,5,16,161,35,44,1,0,43,38,28,2,8,117
Cannington,Oct-08,1,0,0,0,1,28,12,16,19,19,0,43,17,26,80,29,46,5,10,8,2,18,9,9,2,0,2,14,1,13,215,438,343,95,68,772,0,0,0,0,4,768,389,32,357,19,0,19,0,1686,1901,161,17,100,39,5,0,20,14,6,9,190,64,49,0,0,49,39,32,4,3,152
Cannington,Nov-08,2,0,0,0,2,27,16,11,1,1,0,42,15,27,84,21,60,3,2,2,0,24,12,12,6,1,5,27,2,25,215,375,266,109,68,667,0,0,0,0,5,662,327,25,302,11,0,11,0,1448,1663,137,16,81,35,5,0,11,8,3,19,167,62,37,1,0,36,28,17,7,4,127
Cannington,Dec-08,0,0,0,0,0,5,3,2,18,1,17,64,19,45,82,36,42,4,9,9,0,24,14,10,6,0,6,29,4,25,237,405,307,98,67,567,0,0,0,0,6,561,358,41,317,5,0,5,0,1402,1639,151,9,100,40,2,0,47,45,2,15,213,59,70,4,0,66,91,77,6,8,220
Cannington,Jan-09,2,1,0,0,1,16,10,6,13,13,0,77,24,53,113,40,58,15,11,9,2,24,17,7,7,0,7,26,6,20,289,439,327,112,72,652,0,0,0,0,5,647,364,39,325,10,2,8,0,1537,1826,134,12,74,38,10,0,23,20,3,10,167,45,64,0,0,64,47,28,13,6,156
Cannington,Feb-09,1,1,0,0,0,22,14,8,1,1,0,54,17,37,87,24,60,3,5,4,1,30,20,10,2,0,2,35,2,33,237,431,332,99,74,634,0,0,0,0,8,626,361,33,328,9,0,9,0,1509,1746,108,9,65,26,7,1,15,12,3,14,137,58,47,2,0,45,42,17,23,2,147
Cannington,Mar-09,0,0,0,0,0,41,37,4,5,3,2,62,23,39,136,55,70,11,6,5,1,28,16,12,6,0,6,19,3,16,303,485,341,144,106,582,0,0,0,0,7,575,338,37,301,5,0,5,0,1516,1819,152,22,88,39,2,1,23,17,6,19,194,53,49,1,0,48,34,22,5,7,136
Cannington,Apr-09,1,0,0,0,1,12,8,4,1,1,0,50,17,33,89,29,53,7,7,7,0,20,16,4,4,0,4,18,2,16,202,418,310,108,73,520,0,0,0,0,6,514,310,34,276,9,0,9,0,1330,1532,151,12,106,28,4,1,22,17,5,14,187,57,16,0,0,16,24,16,4,4,97
Cannington,May-09,0,0,0,0,0,18,4,14,2,1,1,36,15,21,104,26,70,8,5,5,0,28,26,2,6,0,6,25,3,22,224,406,322,84,88,560,0,0,0,0,4,556,298,23,275,10,0,10,0,1362,1586,240,23,138,72,7,0,25,17,8,14,279,65,132,1,0,131,51,36,12,3,248
Cannington,Jun-09,0,0,0,0,0,13,6,7,7,6,1,57,13,44,77,20,48,9,8,6,2,21,14,7,8,0,8,19,2,17,210,343,258,85,46,681,0,0,0,0,5,676,360,36,324,4,0,4,0,1434,1644,153,17,91,38,7,0,35,13,22,5,193,55,84,0,0,84,27,16,9,2,166
Cannington,Jul-09,2,2,0,0,0,4,3,1,7,7,0,53,18,35,98,29,57,12,10,7,3,13,8,5,10,1,9,18,2,16,215,312,237,75,69,562,0,0,0,0,6,556,358,31,327,6,0,6,0,1307,1522,147,19,85,38,5,0,16,15,1,23,186,76,88,1,0,87,62,34,22,6,226
Cannington,Aug-09,0,0,0,0,0,10,6,4,11,8,3,53,15,38,96,33,57,6,6,5,1,22,13,9,4,0,4,21,3,18,223,312,237,75,50,551,0,0,0,0,5,546,329,31,298,5,0,5,0,1247,1470,140,12,82,35,8,3,20,14,6,17,177,32,28,0,0,28,59,15,44,0,119
Cannington,Sep-09,0,0,0,0,0,6,5,1,19,16,3,59,13,46,69,31,33,5,4,4,0,25,19,6,1,0,1,22,3,19,205,302,244,58,48,614,0,0,0,0,4,610,256,20,236,5,0,5,0,1225,1430,134,13,74,39,8,0,20,16,4,20,174,41,96,0,0,96,59,52,2,5,196
Cannington,Oct-09,1,0,0,0,1,9,5,4,28,24,4,48,8,40,90,38,43,9,4,4,0,25,13,12,1,0,1,14,1,13,220,297,227,70,54,580,0,0,0,0,3,577,302,37,265,8,3,5,0,1241,1461,94,4,65,22,3,0,10,6,4,12,116,48,174,0,0,174,45,11,28,6,267
Cannington,Nov-09,1,1,0,0,0,18,8,10,7,7,0,53,17,36,81,24,53,4,6,4,2,23,21,2,0,0,0,13,2,11,202,273,206,67,44,481,0,0,0,0,12,469,256,18,238,8,0,8,0,1062,1264,83,10,51,18,4,0,13,10,3,6,102,40,72,0,0,72,29,16,6,7,141
Cannington,Dec-09,0,0,0,0,0,8,4,4,4,4,0,58,18,40,99,35,55,9,10,7,3,31,23,8,1,0,1,28,2,26,239,287,225,62,49,556,0,0,0,0,8,548,298,32,266,4,0,4,0,1194,1433,76,5,49,16,5,1,13,9,4,11,100,52,65,0,0,65,47,39,3,5,164
Cannington,Jan-10,0,0,0,0,0,13,9,4,0,0,0,72,20,52,81,30,48,3,6,5,1,22,16,6,3,0,3,25,1,24,222,360,301,59,69,560,0,0,0,0,8,552,313,18,295,15,1,14,0,1317,1539,86,6,58,18,4,0,19,13,6,8,113,50,47,3,0,44,48,33,11,4,145
Cannington,Feb-10,0,0,0,0,0,15,10,5,2,1,1,50,10,40,90,39,46,5,8,8,0,18,8,10,1,0,1,28,2,26,212,302,251,51,51,552,0,0,0,0,5,547,269,24,245,9,1,8,0,1183,1395,130,12,83,32,2,1,18,17,1,16,164,31,61,0,0,61,33,10,17,6,125
Cannington,Mar-10,1,0,0,0,1,19,7,12,12,12,0,51,11,40,96,31,58,7,4,4,0,23,17,6,2,0,2,29,1,28,237,331,289,42,51,635,0,0,0,0,2,633,289,28,261,3,0,3,0,1309,1546,102,5,67,24,6,0,10,8,2,4,116,32,50,0,0,50,45,32,10,3,127
Cannington,Apr-10,1,0,0,0,1,9,7,2,8,4,4,47,18,29,62,23,36,3,5,5,0,17,7,10,4,0,4,24,6,18,177,330,280,50,58,616,0,0,0,0,4,612,273,24,249,4,0,4,0,1281,1458,71,2,41,22,6,0,12,11,1,8,91,74,22,0,0,22,26,18,3,5,122
Cannington,May-10,1,1,0,0,0,15,6,9,27,27,0,38,11,27,78,28,47,3,9,7,2,19,11,8,1,0,1,25,3,22,213,289,253,36,40,609,0,0,0,0,3,606,219,26,193,3,0,3,0,1160,1373,131,9,79,35,8,0,26,20,6,9,166,32,51,1,0,50,35,20,11,4,118
Cannington,Jun-10,1,0,1,0,0,8,5,3,11,10,1,56,8,48,63,17,42,4,4,4,0,17,8,9,0,0,0,24,2,22,184,282,234,48,62,512,0,0,0,0,2,510,234,28,206,5,0,5,0,1095,1279,80,4,47,25,4,0,11,8,3,7,98,43,550,5,0,545,28,16,8,4,621
Cannington,Jul-10,0,0,0,0,0,22,6,16,2,1,1,48,8,40,80,39,37,4,6,6,0,20,11,9,0,0,0,8,1,7,186,282,223,59,56,519,0,0,0,0,4,515,225,27,198,6,0,6,0,1088,1274,151,55,69,23,3,1,21,11,10,12,184,68,39,2,0,37,35,29,3,3,142
Cannington,Aug-10,0,0,0,0,0,15,14,1,20,13,7,58,16,42,60,17,40,3,4,3,1,26,15,11,5,0,5,19,1,18,207,321,237,84,59,575,0,0,0,0,2,573,236,22,214,10,0,10,0,1201,1408,98,5,59,25,8,1,13,13,0,16,127,56,61,5,0,56,30,19,8,3,147
Cannington,Sep-10,0,0,0,0,0,14,3,11,6,3,3,62,14,48,95,26,65,4,9,7,2,21,14,7,4,0,4,18,2,16,229,373,319,54,68,638,0,0,0,0,2,636,244,34,210,2,0,2,0,1325,1554,129,12,75,31,10,1,12,10,2,20,161,31,28,2,0,26,27,18,8,1,86
Cannington,Oct-10,1,0,1,0,0,4,2,2,5,5,0,63,17,46,76,23,50,3,5,3,2,25,11,14,3,1,2,42,1,41,224,435,372,63,76,652,0,0,0,0,5,647,298,33,265,12,0,12,0,1473,1697,52,1,36,13,2,0,17,12,5,9,78,43,36,1,0,35,50,31,8,11,129
Cannington,Nov-10,1,1,0,0,0,14,12,2,14,13,1,83,22,61,110,30,72,8,10,9,1,24,14,10,3,0,3,38,2,36,297,490,419,71,79,653,0,0,0,0,4,649,261,34,227,10,1,9,0,1493,1790,68,2,48,12,6,0,18,14,4,10,96,53,18,3,0,15,53,37,10,6,124
Cannington,Dec-10,1,0,0,0,1,7,4,3,2,2,0,85,24,61,113,39,67,7,12,10,2,17,10,7,2,0,2,24,1,23,263,366,301,65,78,594,0,0,0,0,9,585,299,44,255,8,1,7,0,1345,1608,73,12,45,15,1,0,24,20,4,10,107,42,175,1,0,174,27,14,7,6,244
Cannington,Jan-11,1,1,0,0,0,17,14,3,51,21,30,73,23,50,97,34,58,5,9,6,3,19,10,9,5,0,5,38,6,32,310,425,359,66,45,593,0,0,0,0,4,589,246,28,218,6,0,6,0,1315,1625,66,10,34,20,2,0,20,12,8,14,100,50,30,0,0,30,25,11,9,5,105
Cannington,Feb-11,2,0,0,1,1,18,10,8,1,1,0,72,14,58,65,17,47,1,7,6,1,17,13,4,0,0,0,20,1,19,202,389,331,58,69,577,0,0,0,0,3,574,240,29,211,7,0,7,0,1282,1484,59,4,38,16,1,0,19,11,8,6,84,35,76,5,0,71,40,29,5,6,151
Cannington,Mar-11,0,0,0,0,0,9,6,3,2,2,0,69,20,49,91,23,67,1,7,5,2,29,19,10,2,0,2,29,1,28,238,370,311,59,89,673,0,0,0,0,4,669,297,44,253,5,2,3,0,1434,1672,69,2,43,16,7,1,95,86,9,27,191,45,76,4,0,72,56,32,21,3,177
Cannington,Apr-11,1,0,1,0,0,11,4,7,2,1,1,77,16,61,78,21,53,4,10,8,2,10,5,5,7,1,6,33,7,26,229,392,334,58,75,658,0,0,0,0,2,656,237,21,216,5,0,5,0,1367,1596,78,3,51,24,0,0,19,15,4,3,100,37,71,2,0,69,175,158,12,5,283
Cannington,May-11,2,1,1,0,0,13,9,4,2,1,1,44,9,35,69,18,44,7,11,10,1,25,13,12,4,0,4,31,1,30,201,509,442,67,96,802,0,0,0,0,4,798,276,26,250,3,0,3,0,1686,1887,83,8,49,20,6,0,24,19,5,15,122,42,85,0,0,85,65,43,12,10,192
Cannington,Jun-11,0,0,0,0,0,5,5,0,11,11,0,63,13,50,62,22,36,4,6,6,0,22,12,10,2,0,2,31,2,29,202,352,298,54,63,703,0,0,0,0,2,701,277,22,255,4,0,4,0,1399,1601,79,16,49,12,1,1,17,15,2,25,121,25,40,1,0,39,79,59,7,13,144
Cannington,Jul-11,0,0,0,0,0,15,11,4,9,1,8,54,10,44,53,18,34,1,2,2,0,20,10,10,4,2,2,33,5,28,190,343,295,48,71,727,0,0,0,0,9,718,252,25,227,7,0,7,0,1400,1590,173,100,43,23,6,1,11,9,2,13,197,35,31,0,0,31,39,31,5,3,105
Cannington,Aug-11,0,0,0,0,0,19,14,5,20,15,5,76,7,69,77,26,46,5,7,6,1,21,13,8,1,0,1,25,4,21,246,361,301,60,65,793,0,0,0,0,3,790,276,29,247,5,0,5,0,1500,1746,81,5,48,26,2,0,20,13,7,13,114,30,98,1,0,97,45,26,7,12,173
Cannington,Sep-11,0,0,0,0,0,14,13,1,8,8,0,84,16,68,65,19,40,6,7,6,1,13,10,3,3,0,3,22,1,21,216,359,282,77,62,775,0,0,0,0,2,773,275,37,238,7,0,7,0,1478,1694,80,13,42,20,4,1,14,11,3,23,117,37,80,0,0,80,39,25,6,8,156
Cannington,Oct-11,0,0,0,0,0,5,3,2,9,9,0,61,8,53,87,24,59,4,6,6,0,19,9,10,2,0,2,16,2,14,205,401,326,75,100,871,0,0,0,0,0,871,327,27,300,6,0,6,0,1705,1910,83,7,46,18,2,10,11,8,3,17,111,34,90,18,0,72,72,53,7,12,196
Cannington,Nov-11,0,0,0,0,0,10,6,4,15,13,2,66,9,57,95,20,73,2,11,11,0,22,13,9,6,1,5,28,7,21,253,317,252,65,83,748,0,0,0,0,3,745,285,33,252,6,0,6,0,1439,1692,88,7,55,20,5,1,35,28,7,18,141,31,78,0,0,78,42,32,3,7,151
Cannington,Dec-11,3,1,2,0,0,6,4,2,6,6,0,88,20,68,69,16,51,2,7,4,3,19,13,6,1,0,1,17,1,16,216,365,283,82,58,688,0,0,0,0,5,683,276,28,248,5,0,5,0,1392,1608,73,2,48,20,3,0,23,20,3,10,106,23,37,0,0,37,36,25,4,7,96
Cannington,Jan-12,2,0,0,0,2,16,14,2,0,0,0,88,18,70,90,19,61,10,14,9,5,20,10,10,5,0,5,23,5,18,258,426,349,77,86,680,0,0,0,0,2,678,331,21,310,3,0,3,0,1526,1784,96,13,63,17,3,0,15,11,4,7,118,21,22,0,0,22,128,119,2,7,171
Cannington,Feb-12,2,1,0,0,1,11,10,1,1,1,0,65,7,58,80,28,49,3,14,13,1,14,10,4,2,0,2,23,2,21,212,453,387,66,98,694,0,0,0,0,1,693,226,16,210,8,0,8,0,1479,1691,85,5,54,23,2,1,24,15,9,11,120,66,59,0,0,59,55,32,8,15,180
Cannington,Mar-12,0,0,0,0,0,13,8,5,94,88,6,83,16,67,80,32,46,2,14,12,2,28,16,12,12,0,12,19,0,19,343,430,341,89,109,786,0,0,0,0,1,785,345,30,315,2,0,2,0,1672,2015,95,9,61,18,6,1,24,15,9,17,136,29,203,5,0,198,24,14,6,4,256
Cannington,Apr-12,0,0,0,0,0,14,11,3,4,4,0,70,12,58,62,19,41,2,9,7,2,19,9,10,0,0,0,32,5,27,210,380,286,94,125,854,0,0,0,0,1,853,358,43,315,5,0,5,0,1722,1932,141,12,89,37,2,1,43,39,4,25,209,43,39,3,0,36,38,25,6,7,120
Cannington,May-12,0,0,0,0,0,8,6,2,20,16,4,62,11,51,70,28,39,3,11,10,1,21,16,5,2,0,2,24,2,22,218,378,317,61,107,850,0,0,0,0,7,843,280,41,239,7,0,7,0,1622,1840,126,11,77,29,3,6,23,19,4,14,163,19,602,9,0,593,29,22,1,6,650
Cannington,Jun-12,1,0,0,0,1,5,3,2,44,42,2,60,6,54,69,18,43,8,8,7,1,8,7,1,3,1,2,17,2,15,215,304,231,73,70,641,0,0,0,0,9,632,215,18,197,3,0,3,0,1233,1448,103,20,62,19,2,0,10,7,3,10,123,14,978,0,0,978,25,17,0,8,1017
Cannington,Jul-12,1,0,0,0,1,11,6,5,17,17,0,71,9,62,59,17,39,3,7,7,0,18,9,9,3,0,3,8,0,8,195,204,163,41,79,679,0,0,0,0,4,675,223,20,203,8,0,8,0,1193,1388,87,14,51,20,2,0,13,11,2,6,106,16,140,0,0,140,38,30,1,7,194
Cannington,Aug-12,2,2,0,0,0,13,11,2,7,7,0,76,10,66,79,17,62,0,12,10,2,20,7,13,0,0,0,16,1,15,225,243,193,50,57,692,0,0,0,0,3,689,259,21,238,2,0,2,0,1253,1478,102,8,68,23,2,1,42,39,3,17,161,21,80,2,0,78,43,32,8,3,144
Cannington,Sep-12,0,0,0,0,0,12,9,3,1,1,0,62,13,49,70,22,40,8,12,11,1,15,8,7,2,1,1,11,0,11,185,329,272,57,83,847,0,0,0,0,7,840,276,30,246,2,0,2,0,1537,1722,101,11,56,30,3,1,27,20,7,6,134,29,240,7,0,233,36,29,4,3,305
Cannington,Oct-12,2,0,0,2,0,99,8,91,8,8,0,76,9,67,62,9,49,4,10,9,1,20,12,8,3,1,2,22,2,20,302,332,300,32,104,751,0,0,0,0,3,748,262,21,241,8,0,8,0,1457,1759,123,10,66,43,4,0,19,13,6,7,149,20,272,0,0,272,33,28,1,4,325
Cannington,Nov-12,1,0,0,0,1,17,13,4,3,3,0,84,22,62,76,24,51,1,6,4,2,15,8,7,6,3,3,13,1,12,221,363,295,68,88,758,0,0,0,0,1,757,251,40,211,6,0,6,0,1466,1687,98,9,63,21,5,0,20,18,2,7,125,17,308,0,0,308,60,52,3,5,385
Cannington,Dec-12,0,0,0,0,0,16,11,5,21,21,0,96,16,80,90,14,70,6,14,10,4,16,12,4,2,0,2,34,3,31,289,403,321,82,126,1008,0,0,0,0,1,1007,313,23,290,6,0,6,0,1856,2145,83,9,53,17,3,1,17,15,2,12,112,25,113,0,0,113,66,50,3,13,204
Cannington,Jan-13,0,0,0,0,0,19,10,9,0,0,0,90,18,72,80,29,44,7,7,5,2,12,4,8,3,0,3,33,3,30,244,434,362,72,103,864,0,0,0,0,3,861,290,35,255,9,0,9,0,1700,1944,98,10,56,21,11,0,33,26,7,8,139,16,98,0,0,98,37,26,3,8,151
Cannington,Feb-13,0,0,0,0,0,16,13,3,65,64,1,83,13,70,81,24,52,5,9,6,3,30,20,10,6,0,6,21,7,14,311,386,318,68,98,794,0,0,0,0,3,791,323,33,290,5,1,4,0,1606,1917,86,5,54,24,3,0,18,13,5,9,113,16,80,0,0,80,74,13,56,5,170
Cannington,Mar-13,0,0,0,0,0,17,11,6,13,13,0,82,13,69,80,17,58,5,11,9,2,15,12,3,0,0,0,17,3,14,235,382,324,58,103,920,0,0,0,0,4,916,334,31,303,3,0,3,0,1742,1977,74,4,49,19,2,0,23,20,3,18,115,14,529,1,0,528,32,19,6,7,575
Cannington,Apr-13,1,1,0,0,0,22,19,3,11,10,1,76,12,64,73,23,44,6,5,4,1,11,7,4,1,0,1,19,1,18,219,381,299,82,75,821,0,0,0,0,1,820,313,34,279,8,0,7,1,1598,1817,108,5,69,31,3,0,40,38,2,8,156,23,291,0,0,291,41,25,10,6,355
Cannington,May-13,1,1,0,0,0,10,8,2,21,21,0,73,10,63,69,24,40,5,10,9,1,10,4,6,1,0,1,16,4,12,211,409,322,87,91,800,0,0,0,0,3,797,244,27,217,4,0,4,0,1548,1759,94,9,64,19,2,0,31,24,7,9,134,22,203,14,0,189,72,13,48,11,297
Cannington,Jun-13,2,1,1,0,0,9,8,1,7,6,1,65,4,61,74,26,45,3,8,6,2,13,6,7,0,0,0,26,3,23,204,337,279,58,54,784,0,0,0,0,3,781,223,33,190,8,0,8,0,1406,1610,125,14,70,37,4,0,15,13,2,19,159,14,350,0,0,350,37,24,3,10,401
