Region,Month and Year,Homicide Total,Murder,Attempted / Conspiracy to Murder,Manslaughter,Driving Causing Death,Recent Sexual Offence Total,Sexual Assault,Non-Assaultive Sexual Offences,Historical Sexual Offence Total,Sexual Assault,Non-Assaultive Sexual Offences,Assault (Family) Total,Serious Assault (Family),Common Assault (Family),Assault (Non-Family) Total,Serious Assault (Non-Family),Common Assault (Non-Family),Assault Police Officer,Threatening Behaviour (Family) Total,Threatening Behaviour (Family),Possess Weapon to Cause Fear (Family),Threatening Behaviour (Non-Family) Total,Threatening Behaviour (Non-Family),Possess Weapon to Cause Fear (Non-Family),Deprivation of Liberty Total,Kidnapping / Child Stealing,Deprivation of Liberty,Robbery Total,Robbery (Business),Robbery (Non-Business),,Burglary Total,Burglary (Dwelling),Burglary (Non-Dwelling),Stealing of Motor Vehicle,Stealing Total,Stealing From Motor Vehicle (Contents or Parts),Stealing From Retail Premises (Shoplift),Stealing From Dwelling,Stealing From Other Premises or Place,Stealing as a Servant,Stealing (Not Elsewhere Classified),Property Damage Total,Criminal Damage,Damage,Arson Total,Cause Bushfire,Cause Damage by Fire,Other Fire Related Offences,,,Drug Offences Total,Drug Dealing,Drug Possession,Possession of Drug Paraphernalia,Cultivate or Manufacture Drugs,Other Drug Offences,Receiving and Possession of Stolen Property Total,Possess Stolen Property,Receiving Stolen Property,Regulated Weapons Offences,,Graffiti,Fraud & Related Offences Total,Forgery,Fraud (Credit Card),Fraud (Not Elsewhere Classified),Breach of Violence Restraint Order Total,Breach of Family Violence Restraint Order,Breach of Violence Restraint Order,Breach of Police Order,Total Selected Miscellaneous Offences
Midland,Aug-20,1,0,1,0,0,57,39,18,52,52,0,131,27,104,85,18,62,5,20,15,5,27,18,9,3,0,3,13,0,13,389,102,82,20,24,261,45,88,49,79,0,0,192,54,138,6,0,6,0,585,974,163,15,82,51,10,5,17,15,2,34,214,12,123,0,84,39,97,71,14,12,232
Midland,Sep-20,0,0,0,0,0,41,31,10,24,24,0,156,28,128,97,28,65,4,19,14,5,27,15,12,2,0,2,7,0,7,373,104,86,18,38,318,78,92,60,86,2,0,175,49,126,0,0,0,0,635,1008,216,37,100,70,8,1,12,10,2,28,256,14,50,0,32,18,74,44,11,19,138
Midland,Oct-20,0,0,0,0,0,58,45,13,36,36,0,185,19,166,95,37,54,4,31,24,7,29,13,16,5,0,5,9,1,8,448,117,93,24,35,360,79,119,74,86,2,0,191,45,146,2,0,2,0,705,1153,155,10,81,56,3,5,17,16,1,24,196,11,80,3,40,37,83,66,3,14,174
Midland,Nov-20,1,0,0,1,0,68,62,6,28,28,0,176,40,136,108,37,60,11,45,35,10,21,9,12,3,1,2,13,1,12,463,152,105,47,27,375,66,143,63,103,0,0,180,54,126,3,0,3,0,737,1200,129,19,60,40,4,6,19,19,0,18,166,10,197,2,177,18,76,54,8,14,283
Midland,Dec-20,1,0,1,0,0,42,30,12,46,46,0,168,35,133,72,25,46,1,17,13,4,30,17,13,5,1,4,10,0,10,391,169,134,35,42,415,98,130,77,108,2,0,156,41,115,6,2,4,0,788,1179,167,12,79,56,9,11,30,30,0,26,223,11,262,0,222,40,57,38,7,12,330
Midland,Jan-21,1,1,0,0,0,25,17,8,9,9,0,174,42,132,101,37,59,5,33,27,6,42,24,18,3,0,3,9,0,9,397,186,134,52,34,441,127,128,73,113,0,0,184,49,135,5,3,2,0,850,1247,149,29,62,36,4,18,25,23,2,25,199,7,146,0,126,20,49,30,8,11,202
Midland,Feb-21,0,0,0,0,0,63,53,10,5,5,0,145,28,117,78,24,53,1,26,18,8,32,23,9,2,0,2,22,2,20,373,148,88,60,40,314,66,106,67,74,1,0,172,42,130,15,4,6,5,689,1062,123,3,71,40,4,5,20,18,2,18,161,2,159,1,139,19,79,53,7,19,240
Midland,Mar-21,0,0,0,0,0,66,29,37,37,33,4,179,44,135,98,39,54,5,35,19,16,32,21,11,1,0,1,9,0,9,457,153,102,51,34,447,119,137,74,114,3,0,205,46,159,5,0,5,0,844,1301,134,11,58,47,7,11,17,16,1,22,173,16,65,0,52,13,130,103,8,19,211
Midland,Apr-21,2,1,1,0,0,50,42,8,12,11,1,152,33,119,88,39,46,3,32,26,6,30,15,15,1,1,0,14,3,11,381,126,94,32,42,397,108,134,66,86,3,0,167,44,123,5,2,2,1,737,1118,164,12,87,54,5,6,18,16,2,32,214,12,98,2,90,6,104,88,1,15,214
Midland,May-21,0,0,0,0,0,17,14,3,21,21,0,177,35,142,85,27,54,4,30,24,6,33,15,18,1,0,1,7,0,7,371,130,116,14,41,455,123,171,65,96,0,0,190,44,146,2,0,2,0,818,1189,143,15,66,40,16,6,20,20,0,19,182,8,163,0,148,15,93,69,11,13,264
Midland,Jun-21,0,0,0,0,0,25,22,3,24,23,1,157,43,114,94,29,60,5,27,21,6,29,16,13,4,0,4,8,2,6,368,102,86,16,29,479,135,169,68,107,0,0,172,47,125,5,0,5,0,787,1155,235,13,112,96,6,8,20,19,1,25,280,4,226,1,220,5,102,80,9,13,332
Midland,Jul-21,0,0,0,0,0,32,30,2,31,31,0,190,42,148,83,34,44,5,28,22,6,33,10,23,2,0,2,7,1,6,406,140,105,35,57,456,93,172,72,118,1,0,193,41,152,1,0,1,0,847,1253,146,19,66,46,6,9,16,15,1,23,185,4,141,1,120,20,113,93,3,17,258
Midland,Aug-21,2,1,1,0,0,71,59,12,40,36,4,156,32,124,81,23,53,5,33,27,6,22,12,10,4,1,3,14,0,14,423,175,120,55,33,441,86,183,54,115,3,0,174,52,122,6,0,6,0,829,1252,148,10,68,52,11,7,12,12,0,28,188,6,91,2,77,12,86,61,10,15,183
Midland,Sep-21,1,0,0,0,1,32,24,8,11,11,0,141,17,124,86,35,46,5,15,12,3,28,10,18,0,0,0,11,1,10,325,135,113,22,29,396,101,154,45,95,1,0,154,43,111,5,0,4,1,719,1044,120,13,55,42,6,4,17,16,1,22,159,4,104,0,89,15,75,58,3,14,183
Midland,Oct-21,1,1,0,0,0,22,18,4,35,34,1,151,27,124,84,25,56,3,18,14,4,11,7,4,1,1,0,16,0,16,339,94,77,17,31,378,80,150,47,101,0,0,183,49,134,4,0,3,1,690,1029,126,7,64,48,6,1,23,19,4,19,168,2,241,0,199,42,48,34,5,9,291
Midland,Nov-21,1,0,0,1,0,31,28,3,10,10,0,163,33,130,90,28,54,8,41,26,15,21,12,9,2,0,2,2,0,2,361,122,94,28,59,400,92,155,43,107,3,0,200,54,146,7,4,3,0,788,1149,124,13,58,37,2,14,15,14,1,18,157,7,85,0,65,20,77,49,14,14,169
Midland,Dec-21,0,0,0,0,0,44,40,4,3,3,0,141,33,108,79,41,35,3,24,15,9,21,14,7,6,0,6,20,2,18,338,104,75,29,34,376,80,134,58,103,1,0,198,65,133,14,6,3,5,726,1064,128,10,65,41,6,6,21,21,0,12,161,9,184,1,104,79,66,34,7,25,259
Midland,Jan-22,1,1,0,0,0,32,28,4,8,7,1,145,24,121,92,23,58,11,28,22,6,17,6,11,0,0,0,11,1,10,334,131,102,29,46,446,108,187,51,100,0,0,191,54,137,26,14,11,1,840,1174,85,15,34,28,3,5,20,18,2,8,113,9,171,0,164,7,74,44,12,18,254
Midland,Feb-22,0,0,0,0,0,48,33,15,193,109,84,135,27,108,79,29,46,4,28,24,4,20,9,11,1,0,1,4,0,4,508,117,79,38,49,417,129,111,55,120,2,0,179,55,124,6,3,2,1,768,1276,125,15,60,44,3,3,16,15,1,19,160,6,166,2,156,8,66,51,5,10,238
Midland,Mar-22,0,0,0,0,0,29,25,4,14,14,0,172,33,139,101,40,56,5,30,17,13,24,8,16,5,0,5,7,1,6,382,110,77,33,25,438,133,121,51,133,0,0,156,35,121,12,7,5,0,741,1123,98,14,47,30,7,0,14,14,0,15,127,7,184,3,141,40,77,48,11,18,268
Midland,Apr-22,0,0,0,0,0,26,24,2,27,26,1,144,32,112,80,23,49,8,27,24,3,19,9,10,0,0,0,11,2,9,334,122,86,36,44,478,167,141,51,117,2,0,170,47,123,4,0,4,0,818,1152,150,14,72,48,3,13,27,27,0,37,214,11,158,0,136,22,70,50,8,12,239
Midland,May-22,3,0,0,0,3,39,20,19,8,8,0,142,19,123,93,24,63,6,28,16,12,22,8,14,3,0,3,11,0,11,349,136,109,27,43,442,142,140,59,101,0,0,170,39,131,5,1,1,3,796,1145,155,8,86,51,8,2,44,42,2,39,238,10,120,0,112,8,59,42,5,12,189
Midland,Jun-22,0,0,0,0,0,39,27,12,23,22,1,128,18,110,97,37,55,5,19,12,7,28,13,15,6,0,6,10,0,10,350,119,83,36,41,424,119,136,57,112,0,0,177,45,132,5,0,5,0,766,1116,135,12,70,45,6,2,19,17,2,21,175,28,130,0,74,56,56,34,5,17,214
Midland,Jul-22,0,0,0,0,0,18,14,4,8,6,2,139,23,116,73,21,49,3,26,21,5,30,18,12,0,0,0,5,0,5,299,86,59,27,48,442,154,137,55,96,0,0,147,30,117,4,0,3,1,727,1026,139,16,67,41,7,8,14,14,0,26,179,11,154,0,139,15,65,43,10,12,230
Midland,Aug-22,2,0,2,0,0,33,14,19,7,7,0,157,22,135,74,18,53,3,18,13,5,14,7,7,3,0,3,13,1,12,321,104,78,26,43,432,117,133,49,133,0,0,149,29,120,2,0,1,1,730,1051,138,3,72,53,3,7,34,34,0,24,196,11,149,2,123,24,53,43,5,5,213
Midland,Sep-22,0,0,0,0,0,50,38,12,9,7,2,173,28,145,78,22,49,7,44,34,10,33,22,11,6,6,0,12,1,11,405,135,117,18,35,442,129,161,51,101,0,0,177,37,140,6,0,6,0,795,1200,114,6,63,36,7,2,18,17,1,20,152,7,149,0,126,23,57,34,7,16,213
Midland,Oct-22,1,1,0,0,0,29,17,12,17,15,2,151,33,118,98,37,54,7,23,19,4,34,22,12,5,0,5,20,0,20,378,138,114,24,62,450,124,160,52,113,1,0,157,41,116,3,2,1,0,810,1188,122,1,65,48,4,4,16,16,0,8,146,12,190,0,131,59,67,54,2,11,269
Midland,Nov-22,0,0,0,0,0,26,21,5,9,9,0,177,34,143,95,29,61,5,25,20,5,21,9,12,5,1,4,9,0,9,367,138,109,29,37,474,129,182,55,108,0,0,158,41,117,4,0,4,0,811,1178,109,4,66,36,2,1,10,8,2,15,134,12,123,2,95,26,84,52,8,24,219
Midland,Dec-22,0,0,0,0,0,43,36,7,21,20,1,244,54,190,94,30,58,6,50,38,12,34,18,16,4,2,2,21,1,20,511,142,108,34,59,495,134,198,59,103,1,0,205,66,139,4,2,2,0,905,1416,97,10,44,31,9,3,24,22,2,28,149,9,256,0,237,19,199,161,18,20,464
Midland,Jan-23,1,1,0,0,0,16,11,5,43,43,0,204,44,160,105,37,60,8,41,29,12,31,9,22,2,0,2,19,2,17,462,170,128,42,71,656,233,240,68,110,5,0,205,59,146,3,1,2,0,1105,1567,111,11,51,36,6,7,27,24,3,16,154,9,172,0,150,22,135,96,21,18,316
Midland,Feb-23,0,0,0,0,0,42,21,21,16,15,1,178,37,141,100,26,72,2,34,29,5,36,17,19,1,1,0,6,0,6,413,133,111,22,38,468,106,201,55,104,2,0,203,48,155,5,0,5,0,847,1260,131,6,65,50,6,4,34,33,1,31,196,17,160,0,124,36,145,122,12,11,322
Midland,Mar-23,1,0,0,1,0,39,30,9,28,26,2,182,50,132,105,30,66,9,35,24,11,34,19,15,6,0,6,11,2,9,441,144,100,44,30,551,129,268,48,105,1,0,183,57,126,4,1,2,1,912,1353,128,10,71,40,3,4,51,47,4,17,196,26,144,0,120,24,89,62,10,17,259
Midland,Apr-23,0,0,0,0,0,14,11,3,0,0,0,181,40,141,84,30,48,6,37,28,9,32,16,16,3,0,3,12,1,11,363,98,70,28,40,447,95,199,59,93,1,0,187,57,130,6,0,6,0,778,1141,125,20,61,38,3,3,25,20,5,17,167,11,106,0,97,9,80,56,8,16,197
Midland,May-23,0,0,0,0,0,43,39,4,13,6,7,186,46,140,86,18,58,10,49,37,12,20,10,10,3,0,3,7,0,7,407,101,67,34,21,536,81,272,74,106,3,0,165,45,120,12,0,12,0,835,1242,118,10,53,46,6,3,24,22,2,15,157,33,184,1,121,62,78,60,5,13,295
Midland,Jun-23,1,1,0,0,0,53,33,20,7,7,0,173,31,142,78,23,51,4,33,24,9,20,6,14,3,1,2,12,0,12,380,100,70,30,29,513,95,253,54,111,0,0,158,45,113,5,0,5,0,805,1185,117,15,56,43,1,2,28,28,0,27,172,8,115,0,107,8,90,74,7,9,213
Midland,Jul-23,1,1,0,0,0,24,18,6,7,6,1,196,48,148,75,29,44,2,50,36,14,31,18,13,4,0,4,12,1,11,400,95,45,50,24,498,117,231,50,100,0,0,181,49,132,2,1,1,0,800,1200,118,9,57,42,3,7,14,14,0,18,150,16,167,2,140,25,72,37,12,23,255
Midland,Aug-23,0,0,0,0,0,28,16,12,2,2,0,164,33,131,93,30,57,6,38,31,7,41,26,15,0,0,0,20,1,19,386,88,61,27,34,542,104,261,63,111,3,0,175,54,121,4,0,4,0,843,1229,125,11,59,48,3,4,23,21,2,26,174,14,112,0,87,25,137,79,13,45,263
Midland,Sep-23,0,0,0,0,0,17,8,9,14,13,1,178,39,139,84,29,50,5,42,32,10,24,9,15,3,0,3,10,1,9,372,99,74,25,36,571,154,263,61,89,4,0,155,60,95,6,0,6,0,867,1239,151,28,56,58,3,6,18,17,1,22,191,20,136,1,121,14,127,108,7,12,283
